disease,loc,number,population,year
MEASLES,NEVADA,2,924922,1983
MEASLES,NEW JERSEY,27,7515473,1983
MEASLES,NEW YORK,31,17745684,1983
MEASLES,OHIO,88,10737746,1983
MEASLES,OKLAHOMA,1,3285533,1983
MEASLES,OREGON,10,2666588,1983
MEASLES,TENNESSEE,1,4686737,1983
MEASLES,TEXAS,37,16007086,1983
MEASLES,UTAH,10,1622342,1983
MEASLES,VIRGINIA,21,5643870,1983
MEASLES,WASHINGTON,31,4343656,1983
MEASLES,WEST VIRGINIA,1,1927697,1983
MUMPS,ALABAMA,2,3951820,1983
MUMPS,ALASKA,16,513702,1983
MUMPS,ARIZONA,90,3067135,1983
MUMPS,ARKANSAS,2,2319768,1983
MUMPS,CALIFORNIA,306,25844393,1983
MUMPS,COLORADO,49,3169992,1983
MUMPS,CONNECTICUT,22,3180014,1983
MUMPS,DELAWARE,6,611565,1983
MUMPS,GEORGIA,47,5834954,1983
MUMPS,HAWAII,19,1027922,1983
MUMPS,IDAHO,9,990839,1983
MUMPS,ILLINOIS,160,11412132,1983
MUMPS,INDIANA,55,5458322,1983
MUMPS,IOWA,43,2858618,1983
MUMPS,KANSAS,75,2424086,1983
MUMPS,KENTUCKY,21,3695453,1983
MUMPS,LOUISIANA,45,4400477,1983
MUMPS,MAINE,21,1155635,1983
MUMPS,MARYLAND,46,4365243,1983
MUMPS,MASSACHUSETTS,42,5840773,1983
MUMPS,MICHIGAN,498,9049452,1983
MUMPS,MINNESOTA,30,4157706,1983
MUMPS,MISSISSIPPI,4,2578051,1983
MUMPS,MISSOURI,23,4975278,1983
MUMPS,MONTANA,7,820905,1983
MUMPS,NEBRASKA,4,1588639,1983
MUMPS,NEVADA,5,924922,1983
MUMPS,NEW HAMPSHIRE,25,976864,1983
MUMPS,NEW JERSEY,139,7515473,1983
MUMPS,NEW YORK,142,17745684,1983
MUMPS,NORTH CAROLINA,32,6164006,1983
MUMPS,NORTH DAKOTA,0,680497,1983
MUMPS,OHIO,581,10737746,1983
MUMPS,PENNSYLVANIA,70,11815172,1983
MUMPS,RHODE ISLAND,16,961894,1983
MUMPS,SOUTH CAROLINA,14,3271868,1983
MUMPS,TENNESSEE,29,4686737,1983
MUMPS,TEXAS,217,16007086,1983
MUMPS,UTAH,15,1622342,1983
MUMPS,VERMONT,15,526660,1983
MUMPS,VIRGINIA,33,5643870,1983
MUMPS,WASHINGTON,48,4343656,1983
MUMPS,WEST VIRGINIA,56,1927697,1983
MUMPS,WISCONSIN,88,4735563,1983
MUMPS,WYOMING,4,504896,1983
PERTUSSIS,ALABAMA,4,3951820,1983
PERTUSSIS,ALASKA,5,513702,1983
PERTUSSIS,ARIZONA,29,3067135,1983
PERTUSSIS,ARKANSAS,24,2319768,1983
PERTUSSIS,CALIFORNIA,100,25844393,1983
PERTUSSIS,COLORADO,136,3169992,1983
PERTUSSIS,CONNECTICUT,5,3180014,1983
PERTUSSIS,DELAWARE,5,611565,1983
PERTUSSIS,FLORIDA,50,11039925,1983
PERTUSSIS,GEORGIA,59,5834954,1983
PERTUSSIS,HAWAII,3,1027922,1983
PERTUSSIS,IDAHO,15,990839,1983
PERTUSSIS,ILLINOIS,136,11412132,1983
PERTUSSIS,INDIANA,64,5458322,1983
PERTUSSIS,IOWA,9,2858618,1983
PERTUSSIS,KANSAS,58,2424086,1983
PERTUSSIS,KENTUCKY,14,3695453,1983
PERTUSSIS,LOUISIANA,13,4400477,1983
PERTUSSIS,MAINE,5,1155635,1983
PERTUSSIS,MARYLAND,18,4365243,1983
PERTUSSIS,MASSACHUSETTS,38,5840773,1983
PERTUSSIS,MICHIGAN,45,9049452,1983
PERTUSSIS,MINNESOTA,49,4157706,1983
PERTUSSIS,MISSISSIPPI,6,2578051,1983
PERTUSSIS,MISSOURI,18,4975278,1983
PERTUSSIS,MONTANA,1,820905,1983
PERTUSSIS,NEBRASKA,2,1588639,1983
PERTUSSIS,NEVADA,1,924922,1983
PERTUSSIS,NEW HAMPSHIRE,12,976864,1983
PERTUSSIS,NEW JERSEY,19,7515473,1983
PERTUSSIS,NEW MEXICO,12,1416717,1983
PERTUSSIS,NEW YORK,168,17745684,1983
PERTUSSIS,NORTH CAROLINA,31,6164006,1983
PERTUSSIS,NORTH DAKOTA,3,680497,1983
PERTUSSIS,OHIO,154,10737746,1983
PERTUSSIS,OKLAHOMA,331,3285533,1983
PERTUSSIS,OREGON,9,2666588,1983
PERTUSSIS,PENNSYLVANIA,188,11815172,1983
PERTUSSIS,RHODE ISLAND,5,961894,1983
PERTUSSIS,SOUTH CAROLINA,14,3271868,1983
PERTUSSIS,SOUTH DAKOTA,8,697249,1983
PERTUSSIS,TENNESSEE,9,4686737,1983
PERTUSSIS,TEXAS,98,16007086,1983
PERTUSSIS,UTAH,22,1622342,1983
PERTUSSIS,VERMONT,8,526660,1983
PERTUSSIS,VIRGINIA,55,5643870,1983
PERTUSSIS,WASHINGTON,17,4343656,1983
PERTUSSIS,WEST VIRGINIA,11,1927697,1983
PERTUSSIS,WISCONSIN,60,4735563,1983
PERTUSSIS,WYOMING,6,504896,1983
RUBELLA,ALABAMA,1,3951820,1983
RUBELLA,ALASKA,1,513702,1983
RUBELLA,ARIZONA,8,3067135,1983
RUBELLA,CALIFORNIA,266,25844393,1983
RUBELLA,COLORADO,1,3169992,1983
RUBELLA,CONNECTICUT,2,3180014,1983
RUBELLA,FLORIDA,73,11039925,1983
RUBELLA,GEORGIA,12,5834954,1983
RUBELLA,HAWAII,2,1027922,1983
RUBELLA,IDAHO,8,990839,1983
RUBELLA,ILLINOIS,52,11412132,1983
RUBELLA,INDIANA,27,5458322,1983
RUBELLA,KANSAS,34,2424086,1983
RUBELLA,KENTUCKY,17,3695453,1983
RUBELLA,LOUISIANA,13,4400477,1983
RUBELLA,MARYLAND,2,4365243,1983
RUBELLA,MASSACHUSETTS,15,5840773,1983
RUBELLA,MICHIGAN,19,9049452,1983
RUBELLA,MINNESOTA,7,4157706,1983
RUBELLA,MISSOURI,4,4975278,1983
RUBELLA,MONTANA,9,820905,1983
RUBELLA,NEVADA,1,924922,1983
RUBELLA,NEW HAMPSHIRE,5,976864,1983
RUBELLA,NEW JERSEY,3,7515473,1983
RUBELLA,NEW YORK,117,17745684,1983
RUBELLA,NORTH CAROLINA,10,6164006,1983
RUBELLA,OHIO,1,10737746,1983
RUBELLA,OREGON,14,2666588,1983
RUBELLA,PENNSYLVANIA,25,11815172,1983
RUBELLA,SOUTH CAROLINA,1,3271868,1983
RUBELLA,TEXAS,123,16007086,1983
RUBELLA,UTAH,8,1622342,1983
RUBELLA,VERMONT,5,526660,1983
RUBELLA,VIRGINIA,5,5643870,1983
RUBELLA,WASHINGTON,12,4343656,1983
RUBELLA,WEST VIRGINIA,4,1927697,1983
RUBELLA,WISCONSIN,28,4735563,1983
RUBELLA,WYOMING,6,504896,1983
HEPATITIS A,ALABAMA,115,3972523,1984
HEPATITIS A,ALASKA,14,532495,1984
HEPATITIS A,ARIZONA,721,3183538,1984
HEPATITIS A,ARKANSAS,98,2327046,1984
HEPATITIS A,CALIFORNIA,6021,26441109,1984
HEPATITIS A,COLORADO,544,3208723,1984
HEPATITIS A,CONNECTICUT,74,3201131,1984
HEPATITIS A,DELAWARE,44,618280,1984
HEPATITIS A,DISTRICT OF COLUMBIA,11,634549,1984
HEPATITIS A,FLORIDA,678,11351118,1984
HEPATITIS A,GEORGIA,170,5962661,1984
HEPATITIS A,HAWAII,32,1039698,1984
HEPATITIS A,IDAHO,85,994051,1984
HEPATITIS A,ILLINOIS,189,11399806,1984
HEPATITIS A,INDIANA,102,5459211,1984
HEPATITIS A,IOWA,59,2829684,1984
HEPATITIS A,KANSAS,60,2427405,1984
HEPATITIS A,KENTUCKY,314,3694826,1984
HEPATITIS A,LOUISIANA,293,4408118,1984
HEPATITIS A,MAINE,18,1162936,1984
HEPATITIS A,MARYLAND,53,4413071,1984
HEPATITIS A,MASSACHUSETTS,179,5880733,1984
HEPATITIS A,MICHIGAN,397,9076293,1984
HEPATITIS A,MINNESOTA,106,4184302,1984
HEPATITIS A,MISSISSIPPI,59,2588102,1984
HEPATITIS A,MISSOURI,132,5000268,1984
HEPATITIS A,MONTANA,139,822320,1984
HEPATITIS A,NEBRASKA,42,1584664,1984
HEPATITIS A,NEVADA,286,951030,1984
HEPATITIS A,NEW HAMPSHIRE,36,996753,1984
HEPATITIS A,NEW JERSEY,573,7565528,1984
HEPATITIS A,NEW MEXICO,254,1438361,1984
HEPATITIS A,NEW YORK,1683,17791672,1984
HEPATITIS A,NORTH CAROLINA,105,6253954,1984
HEPATITIS A,OHIO,595,10734926,1984
HEPATITIS A,OKLAHOMA,443,3271332,1984
HEPATITIS A,OREGON,980,2672652,1984
HEPATITIS A,PENNSYLVANIA,421,11770862,1984
HEPATITIS A,RHODE ISLAND,23,968955,1984
HEPATITIS A,SOUTH CAROLINA,32,3303209,1984
HEPATITIS A,SOUTH DAKOTA,207,698402,1984
HEPATITIS A,TENNESSEE,102,4715296,1984
HEPATITIS A,TEXAS,2014,16272734,1984
HEPATITIS A,UTAH,360,1642910,1984
HEPATITIS A,VERMONT,12,530035,1984
HEPATITIS A,VIRGINIA,120,5715153,1984
HEPATITIS A,WASHINGTON,363,4400098,1984
HEPATITIS A,WEST VIRGINIA,31,1906831,1984
HEPATITIS A,WISCONSIN,5,4747767,1984
HEPATITIS A,WYOMING,29,499695,1984
MEASLES,ALABAMA,0,3972523,1984
MEASLES,ARKANSAS,9,2327046,1984
MEASLES,CALIFORNIA,312,26441109,1984
MEASLES,CONNECTICUT,10,3201131,1984
MEASLES,FLORIDA,16,11351118,1984
MEASLES,GEORGIA,3,5962661,1984
MEASLES,HAWAII,173,1039698,1984
MEASLES,ILLINOIS,153,11399806,1984
MEASLES,INDIANA,2,5459211,1984
MEASLES,KENTUCKY,1,3694826,1984
MEASLES,LOUISIANA,8,4408118,1984
MEASLES,MARYLAND,13,4413071,1984
MEASLES,MASSACHUSETTS,85,5880733,1984
MEASLES,MICHIGAN,299,9076293,1984
MEASLES,MINNESOTA,45,4184302,1984
MEASLES,MISSOURI,6,5000268,1984
MEASLES,NEW HAMPSHIRE,33,996753,1984
MEASLES,NEW JERSEY,6,7565528,1984
MEASLES,NEW MEXICO,73,1438361,1984
MEASLES,NEW YORK,146,17791672,1984
MEASLES,OHIO,10,10734926,1984
MEASLES,OKLAHOMA,9,3271332,1984
MEASLES,PENNSYLVANIA,5,11770862,1984
MEASLES,TEXAS,543,16272734,1984
MEASLES,UTAH,28,1642910,1984
MEASLES,VERMONT,4,530035,1984
MEASLES,VIRGINIA,4,5715153,1984
MEASLES,WASHINGTON,172,4400098,1984
MEASLES,WISCONSIN,32,4747767,1984
MUMPS,ALABAMA,5,3972523,1984
MUMPS,ALASKA,17,532495,1984
MUMPS,ARIZONA,203,3183538,1984
MUMPS,ARKANSAS,8,2327046,1984
MUMPS,CALIFORNIA,360,26441109,1984
MUMPS,COLORADO,31,3208723,1984
MUMPS,CONNECTICUT,10,3201131,1984
MUMPS,DELAWARE,3,618280,1984
MUMPS,DISTRICT OF COLUMBIA,1,634549,1984
MUMPS,FLORIDA,38,11351118,1984
MUMPS,GEORGIA,22,5962661,1984
MUMPS,HAWAII,24,1039698,1984
MUMPS,IDAHO,10,994051,1984
MUMPS,ILLINOIS,201,11399806,1984
MUMPS,INDIANA,74,5459211,1984
MUMPS,IOWA,26,2829684,1984
MUMPS,KANSAS,61,2427405,1984
MUMPS,KENTUCKY,11,3694826,1984
MUMPS,MAINE,29,1162936,1984
MUMPS,MARYLAND,44,4413071,1984
MUMPS,MASSACHUSETTS,37,5880733,1984
MUMPS,MICHIGAN,206,9076293,1984
MUMPS,MINNESOTA,11,4184302,1984
MUMPS,MISSISSIPPI,21,2588102,1984
MUMPS,MISSOURI,12,5000268,1984
MUMPS,MONTANA,11,822320,1984
MUMPS,NEBRASKA,4,1584664,1984
MUMPS,NEVADA,7,951030,1984
MUMPS,NEW HAMPSHIRE,21,996753,1984
MUMPS,NEW JERSEY,138,7565528,1984
MUMPS,NEW YORK,148,17791672,1984
MUMPS,NORTH CAROLINA,26,6253954,1984
MUMPS,NORTH DAKOTA,1,676980,1984
MUMPS,OHIO,431,10734926,1984
MUMPS,PENNSYLVANIA,58,11770862,1984
MUMPS,RHODE ISLAND,11,968955,1984
MUMPS,SOUTH CAROLINA,5,3303209,1984
MUMPS,TENNESSEE,17,4715296,1984
MUMPS,TEXAS,181,16272734,1984
MUMPS,UTAH,11,1642910,1984
MUMPS,VERMONT,5,530035,1984
MUMPS,VIRGINIA,21,5715153,1984
MUMPS,WASHINGTON,63,4400098,1984
MUMPS,WEST VIRGINIA,41,1906831,1984
MUMPS,WISCONSIN,104,4747767,1984
MUMPS,WYOMING,2,499695,1984
PERTUSSIS,ALABAMA,1,3972523,1984
PERTUSSIS,ALASKA,0,532495,1984
PERTUSSIS,ARIZONA,27,3183538,1984
PERTUSSIS,ARKANSAS,20,2327046,1984
PERTUSSIS,CALIFORNIA,133,26441109,1984
PERTUSSIS,COLORADO,47,3208723,1984
PERTUSSIS,CONNECTICUT,5,3201131,1984
PERTUSSIS,DELAWARE,1,618280,1984
PERTUSSIS,FLORIDA,79,11351118,1984
PERTUSSIS,GEORGIA,17,5962661,1984
PERTUSSIS,HAWAII,82,1039698,1984
PERTUSSIS,IDAHO,7,994051,1984
PERTUSSIS,ILLINOIS,23,11399806,1984
PERTUSSIS,INDIANA,225,5459211,1984
PERTUSSIS,IOWA,15,2829684,1984
PERTUSSIS,KANSAS,29,2427405,1984
PERTUSSIS,KENTUCKY,2,3694826,1984
PERTUSSIS,LOUISIANA,10,4408118,1984
PERTUSSIS,MAINE,4,1162936,1984
PERTUSSIS,MARYLAND,78,4413071,1984
PERTUSSIS,MASSACHUSETTS,20,5880733,1984
PERTUSSIS,MICHIGAN,31,9076293,1984
PERTUSSIS,MINNESOTA,20,4184302,1984
PERTUSSIS,MISSISSIPPI,4,2588102,1984
PERTUSSIS,MISSOURI,20,5000268,1984
PERTUSSIS,MONTANA,22,822320,1984
PERTUSSIS,NEBRASKA,11,1584664,1984
PERTUSSIS,NEVADA,2,951030,1984
PERTUSSIS,NEW HAMPSHIRE,13,996753,1984
PERTUSSIS,NEW JERSEY,13,7565528,1984
PERTUSSIS,NEW MEXICO,12,1438361,1984
PERTUSSIS,NEW YORK,120,17791672,1984
PERTUSSIS,NORTH CAROLINA,37,6253954,1984
PERTUSSIS,OHIO,80,10734926,1984
PERTUSSIS,OKLAHOMA,155,3271332,1984
PERTUSSIS,OREGON,33,2672652,1984
PERTUSSIS,PENNSYLVANIA,58,11770862,1984
PERTUSSIS,RHODE ISLAND,4,968955,1984
PERTUSSIS,SOUTH CAROLINA,1,3303209,1984
PERTUSSIS,SOUTH DAKOTA,9,698402,1984
PERTUSSIS,TENNESSEE,7,4715296,1984
PERTUSSIS,TEXAS,61,16272734,1984
PERTUSSIS,UTAH,7,1642910,1984
PERTUSSIS,VERMONT,25,530035,1984
PERTUSSIS,VIRGINIA,19,5715153,1984
PERTUSSIS,WASHINGTON,325,4400098,1984
PERTUSSIS,WEST VIRGINIA,13,1906831,1984
PERTUSSIS,WISCONSIN,62,4747767,1984
PERTUSSIS,WYOMING,6,499695,1984
RUBELLA,ALABAMA,3,3972523,1984
RUBELLA,ALASKA,1,532495,1984
RUBELLA,ARIZONA,4,3183538,1984
RUBELLA,ARKANSAS,3,2327046,1984
RUBELLA,CALIFORNIA,161,26441109,1984
RUBELLA,COLORADO,2,3208723,1984
RUBELLA,CONNECTICUT,1,3201131,1984
RUBELLA,DELAWARE,2,618280,1984
RUBELLA,FLORIDA,24,11351118,1984
RUBELLA,GEORGIA,2,5962661,1984
RUBELLA,HAWAII,6,1039698,1984
RUBELLA,IDAHO,1,994051,1984
RUBELLA,ILLINOIS,49,11399806,1984
RUBELLA,INDIANA,5,5459211,1984
RUBELLA,IOWA,1,2829684,1984
RUBELLA,KANSAS,32,2427405,1984
RUBELLA,KENTUCKY,14,3694826,1984
RUBELLA,MAINE,0,1162936,1984
RUBELLA,MARYLAND,1,4413071,1984
RUBELLA,MASSACHUSETTS,44,5880733,1984
RUBELLA,MICHIGAN,23,9076293,1984
RUBELLA,MINNESOTA,5,4184302,1984
RUBELLA,MISSISSIPPI,3,2588102,1984
RUBELLA,MONTANA,1,822320,1984
RUBELLA,NEVADA,4,951030,1984
RUBELLA,NEW HAMPSHIRE,1,996753,1984
RUBELLA,NEW JERSEY,23,7565528,1984
RUBELLA,NEW MEXICO,0,1438361,1984
RUBELLA,NEW YORK,212,17791672,1984
RUBELLA,NORTH DAKOTA,2,676980,1984
RUBELLA,OHIO,2,10734926,1984
RUBELLA,OREGON,2,2672652,1984
RUBELLA,PENNSYLVANIA,4,11770862,1984
RUBELLA,TEXAS,74,16272734,1984
RUBELLA,UTAH,7,1642910,1984
RUBELLA,VIRGINIA,1,5715153,1984
RUBELLA,WASHINGTON,2,4400098,1984
RUBELLA,WISCONSIN,8,4747767,1984
RUBELLA,WYOMING,3,499695,1984
HEPATITIS A,ALABAMA,37,3991569,1985
HEPATITIS A,ALASKA,18,544268,1985
HEPATITIS A,ARIZONA,1013,3308262,1985
HEPATITIS A,ARKANSAS,46,2331984,1985
HEPATITIS A,CALIFORNIA,5371,27102237,1985
HEPATITIS A,COLORADO,299,3237450,1985
HEPATITIS A,CONNECTICUT,118,3223740,1985
HEPATITIS A,DELAWARE,38,627559,1985
HEPATITIS A,DISTRICT OF COLUMBIA,10,638269,1985
HEPATITIS A,FLORIDA,775,11667505,1985
HEPATITIS A,GEORGIA,176,6084666,1985
HEPATITIS A,HAWAII,43,1051762,1985
HEPATITIS A,IDAHO,204,990224,1985
HEPATITIS A,ILLINOIS,82,11387257,1985
HEPATITIS A,INDIANA,95,5454108,1985
HEPATITIS A,IOWA,39,2791970,1985
HEPATITIS A,KANSAS,64,2432619,1985
HEPATITIS A,KENTUCKY,160,3687809,1985
HEPATITIS A,LOUISIANA,109,4406919,1985
HEPATITIS A,MAINE,17,1170126,1985
HEPATITIS A,MARYLAND,65,4486957,1985
HEPATITIS A,MASSACHUSETTS,182,5902678,1985
HEPATITIS A,MICHIGAN,319,9127775,1985
HEPATITIS A,MINNESOTA,186,4205212,1985
HEPATITIS A,MISSISSIPPI,39,2593597,1985
HEPATITIS A,MISSOURI,84,5023068,1985
HEPATITIS A,MONTANA,97,813739,1985
HEPATITIS A,NEBRASKA,59,1574333,1985
HEPATITIS A,NEVADA,393,980613,1985
HEPATITIS A,NEW HAMPSHIRE,4,1025053,1985
HEPATITIS A,NEW JERSEY,365,7622159,1985
HEPATITIS A,NEW MEXICO,391,1462729,1985
HEPATITIS A,NEW YORK,434,17833419,1985
HEPATITIS A,NORTH CAROLINA,83,6321578,1985
HEPATITIS A,NORTH DAKOTA,9,669512,1985
HEPATITIS A,OHIO,298,10730268,1985
HEPATITIS A,OKLAHOMA,346,3252735,1985
HEPATITIS A,OREGON,1458,2683528,1985
HEPATITIS A,PENNSYLVANIA,341,11782752,1985
HEPATITIS A,RHODE ISLAND,15,977341,1985
HEPATITIS A,SOUTH CAROLINA,35,3342758,1985
HEPATITIS A,SOUTH DAKOTA,236,696034,1985
HEPATITIS A,TENNESSEE,74,4738708,1985
HEPATITIS A,TEXAS,1965,16561113,1985
HEPATITIS A,UTAH,209,1662834,1985
HEPATITIS A,VERMONT,22,534066,1985
HEPATITIS A,VIRGINIA,138,5811700,1985
HEPATITIS A,WASHINGTON,580,4452720,1985
HEPATITIS A,WEST VIRGINIA,29,1882350,1985
HEPATITIS A,WYOMING,9,495633,1985
MEASLES,ARIZONA,248,3308262,1985
MEASLES,CALIFORNIA,259,27102237,1985
MEASLES,COLORADO,9,3237450,1985
MEASLES,CONNECTICUT,6,3223740,1985
MEASLES,DISTRICT OF COLUMBIA,28,638269,1985
MEASLES,FLORIDA,113,11667505,1985
MEASLES,GEORGIA,8,6084666,1985
MEASLES,HAWAII,24,1051762,1985
MEASLES,IDAHO,62,990224,1985
MEASLES,ILLINOIS,274,11387257,1985
MEASLES,INDIANA,3,5454108,1985
MEASLES,KANSAS,1,2432619,1985
MEASLES,KENTUCKY,2,3687809,1985
MEASLES,LOUISIANA,42,4406919,1985
MEASLES,MARYLAND,115,4486957,1985
MEASLES,MASSACHUSETTS,81,5902678,1985
MEASLES,MICHIGAN,70,9127775,1985
MEASLES,MISSISSIPPI,1,2593597,1985
MEASLES,MISSOURI,1,5023068,1985
MEASLES,MONTANA,167,813739,1985
MEASLES,NEW JERSEY,25,7622159,1985
MEASLES,NEW MEXICO,4,1462729,1985
MEASLES,NEW YORK,166,17833419,1985
MEASLES,NORTH CAROLINA,9,6321578,1985
MEASLES,NORTH DAKOTA,1,669512,1985
MEASLES,OHIO,0,10730268,1985
MEASLES,OREGON,5,2683528,1985
MEASLES,PENNSYLVANIA,40,11782752,1985
MEASLES,SOUTH CAROLINA,1,3342758,1985
MEASLES,TEXAS,423,16561113,1985
MEASLES,VIRGINIA,28,5811700,1985
MEASLES,WASHINGTON,89,4452720,1985
MEASLES,WEST VIRGINIA,47,1882350,1985
MEASLES,WISCONSIN,58,4755618,1985
MEASLES,WYOMING,5,495633,1985
MUMPS,ALABAMA,1,3991569,1985
MUMPS,ALASKA,10,544268,1985
MUMPS,ARIZONA,124,3308262,1985
MUMPS,ARKANSAS,7,2331984,1985
MUMPS,CALIFORNIA,382,27102237,1985
MUMPS,COLORADO,26,3237450,1985
MUMPS,CONNECTICUT,8,3223740,1985
MUMPS,DELAWARE,0,627559,1985
MUMPS,FLORIDA,56,11667505,1985
MUMPS,GEORGIA,30,6084666,1985
MUMPS,HAWAII,19,1051762,1985
MUMPS,IDAHO,10,990224,1985
MUMPS,ILLINOIS,216,11387257,1985
MUMPS,INDIANA,37,5454108,1985
MUMPS,IOWA,19,2791970,1985
MUMPS,KANSAS,44,2432619,1985
MUMPS,KENTUCKY,8,3687809,1985
MUMPS,LOUISIANA,2,4406919,1985
MUMPS,MAINE,12,1170126,1985
MUMPS,MARYLAND,37,4486957,1985
MUMPS,MASSACHUSETTS,25,5902678,1985
MUMPS,MICHIGAN,334,9127775,1985
MUMPS,MINNESOTA,1,4205212,1985
MUMPS,MISSISSIPPI,5,2593597,1985
MUMPS,MISSOURI,18,5023068,1985
MUMPS,MONTANA,12,813739,1985
MUMPS,NEBRASKA,3,1574333,1985
MUMPS,NEVADA,66,980613,1985
MUMPS,NEW HAMPSHIRE,11,1025053,1985
MUMPS,NEW JERSEY,55,7622159,1985
MUMPS,NEW YORK,162,17833419,1985
MUMPS,NORTH CAROLINA,20,6321578,1985
MUMPS,NORTH DAKOTA,4,669512,1985
MUMPS,OHIO,300,10730268,1985
MUMPS,PENNSYLVANIA,75,11782752,1985
MUMPS,RHODE ISLAND,16,977341,1985
MUMPS,SOUTH CAROLINA,11,3342758,1985
MUMPS,TENNESSEE,18,4738708,1985
MUMPS,TEXAS,315,16561113,1985
MUMPS,UTAH,5,1662834,1985
MUMPS,VERMONT,3,534066,1985
MUMPS,VIRGINIA,49,5811700,1985
MUMPS,WASHINGTON,41,4452720,1985
MUMPS,WEST VIRGINIA,74,1882350,1985
MUMPS,WISCONSIN,93,4755618,1985
MUMPS,WYOMING,2,495633,1985
PERTUSSIS,ALABAMA,29,3991569,1985
PERTUSSIS,ALASKA,31,544268,1985
PERTUSSIS,ARIZONA,49,3308262,1985
PERTUSSIS,ARKANSAS,17,2331984,1985
PERTUSSIS,CALIFORNIA,256,27102237,1985
PERTUSSIS,COLORADO,91,3237450,1985
PERTUSSIS,CONNECTICUT,12,3223740,1985
PERTUSSIS,DELAWARE,1,627559,1985
PERTUSSIS,DISTRICT OF COLUMBIA,1,638269,1985
PERTUSSIS,FLORIDA,71,11667505,1985
PERTUSSIS,GEORGIA,98,6084666,1985
PERTUSSIS,HAWAII,17,1051762,1985
PERTUSSIS,IDAHO,16,990224,1985
PERTUSSIS,ILLINOIS,46,11387257,1985
PERTUSSIS,INDIANA,201,5454108,1985
PERTUSSIS,IOWA,35,2791970,1985
PERTUSSIS,KANSAS,26,2432619,1985
PERTUSSIS,KENTUCKY,9,3687809,1985
PERTUSSIS,LOUISIANA,18,4406919,1985
PERTUSSIS,MAINE,13,1170126,1985
PERTUSSIS,MARYLAND,184,4486957,1985
PERTUSSIS,MASSACHUSETTS,52,5902678,1985
PERTUSSIS,MICHIGAN,56,9127775,1985
PERTUSSIS,MINNESOTA,135,4205212,1985
PERTUSSIS,MISSISSIPPI,7,2593597,1985
PERTUSSIS,MISSOURI,34,5023068,1985
PERTUSSIS,MONTANA,10,813739,1985
PERTUSSIS,NEBRASKA,9,1574333,1985
PERTUSSIS,NEW HAMPSHIRE,114,1025053,1985
PERTUSSIS,NEW JERSEY,12,7622159,1985
PERTUSSIS,NEW MEXICO,15,1462729,1985
PERTUSSIS,NEW YORK,130,17833419,1985
PERTUSSIS,NORTH CAROLINA,39,6321578,1985
